3.147000000000000e+00 2.076400000000000e-02 1.010000000000000e-04
3.162100000000000e+00 2.050500000000000e-02 1.040000000000000e-04
3.177100000000000e+00 2.051400000000000e-02 8.700000000000000e-05
3.192200000000000e+00 2.027900000000000e-02 1.000000000000000e-04
3.206800000000000e+00 2.054000000000000e-02 8.999999999999999e-05
3.221900000000000e+00 2.040500000000000e-02 9.800000000000000e-05
3.237100000000000e+00 2.059800000000000e-02 1.010000000000000e-04
3.252200000000000e+00 2.048000000000000e-02 9.800000000000000e-05
3.267300000000000e+00 2.050200000000000e-02 9.800000000000000e-05
3.281900000000000e+00 2.051000000000000e-02 9.599999999999999e-05
3.297000000000000e+00 2.055100000000000e-02 9.599999999999999e-05
3.312100000000000e+00 2.053100000000000e-02 9.800000000000000e-05
3.326800000000000e+00 2.069800000000000e-02 1.040000000000000e-04
3.341900000000000e+00 2.054700000000000e-02 8.999999999999999e-05
3.357000000000000e+00 2.063300000000000e-02 1.000000000000000e-04
3.372200000000000e+00 2.040900000000000e-02 9.599999999999999e-05
3.387300000000000e+00 2.041000000000000e-02 9.499999999999999e-05
3.402000000000000e+00 2.037400000000000e-02 9.100000000000000e-05
3.417100000000000e+00 2.039200000000000e-02 1.030000000000000e-04
3.432200000000000e+00 2.032100000000000e-02 1.030000000000000e-04
3.446900000000000e+00 2.038000000000000e-02 9.700000000000000e-05
3.462100000000000e+00 2.050600000000000e-02 1.090000000000000e-04
3.477200000000000e+00 2.040400000000000e-02 9.700000000000000e-05
3.491900000000000e+00 2.035200000000000e-02 1.010000000000000e-04
3.507000000000000e+00 2.022500000000000e-02 1.040000000000000e-04
3.522200000000000e+00 2.030100000000000e-02 1.090000000000000e-04
3.536900000000000e+00 2.042300000000000e-02 9.800000000000000e-05
3.552000000000000e+00 2.021700000000000e-02 9.300000000000000e-05
3.567200000000000e+00 2.018400000000000e-02 1.030000000000000e-04
3.581900000000000e+00 2.016200000000000e-02 1.030000000000000e-04
3.597100000000000e+00 2.025500000000000e-02 1.020000000000000e-04
3.612200000000000e+00 2.039700000000000e-02 1.070000000000000e-04
3.626900000000000e+00 2.032600000000000e-02 9.900000000000001e-05
3.642100000000000e+00 2.021900000000000e-02 9.900000000000001e-05
3.657300000000000e+00 2.027500000000000e-02 1.130000000000000e-04
3.672000000000000e+00 2.032900000000000e-02 1.050000000000000e-04
3.686700000000000e+00 2.027700000000000e-02 1.130000000000000e-04
3.701900000000000e+00 2.030200000000000e-02 1.010000000000000e-04
3.717100000000000e+00 2.014900000000000e-02 1.130000000000000e-04
3.731800000000000e+00 2.049400000000000e-02 1.050000000000000e-04
3.747000000000000e+00 2.020200000000000e-02 1.070000000000000e-04
3.762200000000000e+00 2.022500000000000e-02 1.050000000000000e-04
3.776900000000000e+00 2.020300000000000e-02 1.080000000000000e-04
3.792100000000000e+00 2.015100000000000e-02 1.060000000000000e-04
3.807300000000000e+00 2.013700000000000e-02 1.080000000000000e-04
3.822000000000000e+00 2.010300000000000e-02 1.170000000000000e-04
3.836700000000000e+00 2.026400000000000e-02 1.190000000000000e-04
3.851900000000000e+00 2.013200000000000e-02 1.070000000000000e-04
3.867100000000000e+00 2.037300000000000e-02 1.210000000000000e-04
3.881800000000000e+00 2.022800000000000e-02 1.190000000000000e-04
3.897000000000000e+00 2.025900000000000e-02 1.040000000000000e-04
3.912200000000000e+00 2.021800000000000e-02 1.030000000000000e-04
3.926900000000000e+00 2.038600000000000e-02 1.030000000000000e-04
3.942100000000000e+00 2.026500000000000e-02 9.200000000000000e-05
